Lan,Datum,Uppskattning,Low_CI,High_CI
Örebro,2021-02-24,0.3,0.02,2.74
Östergötland,2021-02-24,0.37,0.06,1.43
Skåne,2021-02-24,0.37,0.23,0.59
Södermanland,2021-02-24,0.57,0.09,2.53
Stockholm,2021-02-24,0.47,0.31,0.7
Uppsala,2021-02-24,0.41,0.17,0.94
Värmland,2021-02-24,0.41,0.07,1.81
Västerbotten,2021-02-24,0.42,0.05,2.03
Västernorrland,2021-02-24,0.62,0.1,2.81
Västmanland,2021-02-24,0.32,0.02,2.09
Västra Götaland,2021-02-24,0.51,0.31,0.83
Blekinge,2021-02-25,0.35,0.02,1.97
Dalarna,2021-02-25,0.36,0.03,2.51
Gävleborg,2021-02-25,0.91,0.22,2.79
Gotland,2021-02-25,,,
Halland,2021-02-25,0.33,0.06,1.38
Jämtland,2021-02-25,0.33,0.01,3.24
Jönköping,2021-02-25,0.57,0.14,2.07
Kalmar,2021-02-25,0.26,0,2.47
Kronoberg,2021-02-25,0.52,0.05,2.68
Norrbotten,2021-02-25,0.47,0.05,3.5
Örebro,2021-02-25,0.26,0.02,2.74
Östergötland,2021-02-25,0.36,0.07,1.39
Skåne,2021-02-25,0.36,0.22,0.58
Södermanland,2021-02-25,0.6,0.1,2.65
Stockholm,2021-02-25,0.5,0.34,0.75
Uppsala,2021-02-25,0.43,0.19,0.96
Värmland,2021-02-25,0.41,0.08,1.75
Västerbotten,2021-02-25,0.42,0.04,2.06
Västernorrland,2021-02-25,0.66,0.12,2.82
Västmanland,2021-02-25,0.26,0.02,1.96
Västra Götaland,2021-02-25,0.51,0.31,0.82
Blekinge,2021-02-26,0.23,0.01,1.85
Dalarna,2021-02-26,0.32,0.02,2.47
Gävleborg,2021-02-26,0.89,0.2,2.82
Gotland,2021-02-26,,,
Halland,2021-02-26,0.36,0.07,1.41
Jämtland,2021-02-26,0.32,0.01,3.4
Jönköping,2021-02-26,0.57,0.14,2.11
Kalmar,2021-02-26,0.26,0.01,2.44
Kronoberg,2021-02-26,0.48,0.03,2.71
Norrbotten,2021-02-26,0.43,0.04,3.37
Örebro,2021-02-26,0.32,0.02,2.96
Östergötland,2021-02-26,0.38,0.07,1.43
Skåne,2021-02-26,0.38,0.24,0.61
Södermanland,2021-02-26,0.58,0.09,2.71
Stockholm,2021-02-26,0.49,0.32,0.73
Uppsala,2021-02-26,0.41,0.17,0.95
Värmland,2021-02-26,0.4,0.08,1.75
Västerbotten,2021-02-26,0.38,0.04,1.93
Västernorrland,2021-02-26,0.59,0.1,2.67
Västmanland,2021-02-26,0.28,0.03,2
Västra Götaland,2021-02-26,0.49,0.3,0.8
Blekinge,2021-02-27,0.23,0.01,1.89
Dalarna,2021-02-27,0.26,0.02,2.24
Gävleborg,2021-02-27,0.81,0.17,2.69
Gotland,2021-02-27,,,
Halland,2021-02-27,0.3,0.05,1.31
Jämtland,2021-02-27,0.42,0.01,3.68
Jönköping,2021-02-27,0.51,0.12,2.04
Kalmar,2021-02-27,0.22,0,2.47
Kronoberg,2021-02-27,0.51,0.04,2.9
Norrbotten,2021-02-27,0.58,0.09,3.54
Örebro,2021-02-27,0.29,0.03,2.76
Östergötland,2021-02-27,0.34,0.06,1.38
Skåne,2021-02-27,0.39,0.24,0.63
Södermanland,2021-02-27,0.58,0.08,2.75
Stockholm,2021-02-27,0.46,0.3,0.7
Uppsala,2021-02-27,0.37,0.15,0.89
Värmland,2021-02-27,0.38,0.07,1.71
Västerbotten,2021-02-27,0.36,0.03,1.91
Västernorrland,2021-02-27,0.55,0.08,2.66
Västmanland,2021-02-27,0.3,0.03,1.99
Västra Götaland,2021-02-27,0.51,0.31,0.83
Blekinge,2021-02-28,0.22,0.01,1.91
Dalarna,2021-02-28,0.31,0.03,2.29
Gävleborg,2021-02-28,0.77,0.14,2.72
Gotland,2021-02-28,,,
Halland,2021-02-28,0.32,0.05,1.37
Jämtland,2021-02-28,0.41,0.01,3.56
Jönköping,2021-02-28,0.47,0.11,1.98
Kalmar,2021-02-28,0.25,0,2.59
Kronoberg,2021-02-28,0.45,0.02,2.92
Norrbotten,2021-02-28,0.59,0.09,3.48
Örebro,2021-02-28,0.26,0.02,2.69
Östergötland,2021-02-28,0.33,0.06,1.37
Skåne,2021-02-28,0.37,0.22,0.59
Södermanland,2021-02-28,0.57,0.08,2.78
Stockholm,2021-02-28,0.49,0.33,0.74
Uppsala,2021-02-28,0.33,0.13,0.84
Värmland,2021-02-28,0.4,0.08,1.75
Västerbotten,2021-02-28,0.35,0.03,1.95
Västernorrland,2021-02-28,0.64,0.12,2.68
Västmanland,2021-02-28,0.31,0.03,1.96
Västra Götaland,2021-02-28,0.47,0.28,0.77
Blekinge,2021-03-01,0.21,0,2.01
Dalarna,2021-03-01,0.32,0.04,2.38
Gävleborg,2021-03-01,0.81,0.15,2.83
Gotland,2021-03-01,,,
Halland,2021-03-01,0.34,0.06,1.4
Jämtland,2021-03-01,0.43,0.02,3.59
Jönköping,2021-03-01,0.49,0.11,2
Kalmar,2021-03-01,0.17,0,2.42
Kronoberg,2021-03-01,0.51,0.04,3.04
Norrbotten,2021-03-01,0.56,0.1,3.4
Örebro,2021-03-01,0.25,0.02,2.57
Östergötland,2021-03-01,0.3,0.05,1.33
Skåne,2021-03-01,0.38,0.23,0.61
Södermanland,2021-03-01,0.55,0.08,2.66
Stockholm,2021-03-01,0.5,0.34,0.76
Uppsala,2021-03-01,0.33,0.12,0.85
Värmland,2021-03-01,0.39,0.08,1.7
Västerbotten,2021-03-01,0.28,0.02,1.76
Västernorrland,2021-03-01,0.71,0.13,2.84
Västmanland,2021-03-01,0.33,0.03,1.99
Västra Götaland,2021-03-01,0.51,0.31,0.83
Blekinge,2021-03-02,0.23,0.01,2.04
Dalarna,2021-03-02,0.32,0.03,2.39
Gävleborg,2021-03-02,0.86,0.16,2.94
Gotland,2021-03-02,,,
Halland,2021-03-02,0.3,0.05,1.32
Jämtland,2021-03-02,0.39,0.01,3.54
Jönköping,2021-03-02,0.4,0.08,1.87
Kalmar,2021-03-02,0.37,0.01,2.76
Kronoberg,2021-03-02,0.34,0.01,2.92
Norrbotten,2021-03-02,0.69,0.08,3.56
Örebro,2021-03-02,0.22,0.01,2.48
Östergötland,2021-03-02,0.3,0.04,1.36
Skåne,2021-03-02,0.37,0.22,0.6
Södermanland,2021-03-02,0.49,0.06,2.55
Stockholm,2021-03-02,0.46,0.29,0.71
Uppsala,2021-03-02,0.31,0.1,0.84
Värmland,2021-03-02,0.37,0.06,1.7
Västerbotten,2021-03-02,0.31,0.02,1.87
Västernorrland,2021-03-02,0.5,0.06,2.5
Västmanland,2021-03-02,0.28,0.02,1.89
Västra Götaland,2021-03-02,0.47,0.28,0.79
Blekinge,2021-03-03,0.3,0.02,2.16
Dalarna,2021-03-03,0.34,0.03,2.43
Gävleborg,2021-03-03,0.67,0.11,2.55
Gotland,2021-03-03,,,
Halland,2021-03-03,0.3,0.04,1.33
Jämtland,2021-03-03,0.32,0,3.46
Jönköping,2021-03-03,0.38,0.07,1.81
Kalmar,2021-03-03,0.35,0,2.68
Kronoberg,2021-03-03,0.26,0.01,2.86
Norrbotten,2021-03-03,0.68,0.09,3.4
Örebro,2021-03-03,0.28,0.02,2.56
Östergötland,2021-03-03,0.28,0.04,1.33
Skåne,2021-03-03,0.34,0.2,0.56
Södermanland,2021-03-03,0.42,0.06,2.43
Stockholm,2021-03-03,0.45,0.29,0.7
Uppsala,2021-03-03,0.32,0.11,0.86
Värmland,2021-03-03,0.48,0.08,1.89
Västerbotten,2021-03-03,0.27,0.01,1.83
Västernorrland,2021-03-03,0.46,0.07,2.34
Västmanland,2021-03-03,0.28,0.02,1.86
Västra Götaland,2021-03-03,0.47,0.28,0.79
Blekinge,2021-03-04,0.27,0.01,2.2
Dalarna,2021-03-04,0.24,0.01,2.35
Gävleborg,2021-03-04,0.71,0.13,2.62
Gotland,2021-03-04,,,
Halland,2021-03-04,0.43,0.08,1.56
Jämtland,2021-03-04,0.32,0,3.79
Jönköping,2021-03-04,0.39,0.06,1.86
Kalmar,2021-03-04,0.35,0.01,2.88
Kronoberg,2021-03-04,0.23,0.01,2.94
Norrbotten,2021-03-04,0.71,0.09,3.51
Örebro,2021-03-04,0.29,0.02,2.53
Östergötland,2021-03-04,0.26,0.03,1.33
Skåne,2021-03-04,0.34,0.2,0.56
Södermanland,2021-03-04,0.47,0.06,2.41
Stockholm,2021-03-04,0.45,0.28,0.7
Uppsala,2021-03-04,0.32,0.1,0.87
Värmland,2021-03-04,0.36,0.05,1.74
Västerbotten,2021-03-04,0.21,0.01,1.78
Västernorrland,2021-03-04,0.51,0.06,2.53
Västmanland,2021-03-04,0.22,0.01,1.84
Västra Götaland,2021-03-04,0.48,0.28,0.8
Blekinge,2021-03-05,0.24,0.01,2.12
Dalarna,2021-03-05,0.25,0.02,2.39
Gävleborg,2021-03-05,0.8,0.18,2.65
Gotland,2021-03-05,,,
Halland,2021-03-05,0.43,0.09,1.55
Jämtland,2021-03-05,0.3,0,3.76
Jönköping,2021-03-05,0.4,0.06,1.8
Kalmar,2021-03-05,0.37,0.01,2.83
Kronoberg,2021-03-05,0.39,0.02,3.26
Norrbotten,2021-03-05,0.71,0.1,3.44
Örebro,2021-03-05,0.26,0.01,2.5
Östergötland,2021-03-05,0.3,0.04,1.39
Skåne,2021-03-05,0.34,0.2,0.57
Södermanland,2021-03-05,0.46,0.06,2.4
Stockholm,2021-03-05,0.43,0.27,0.68
Uppsala,2021-03-05,0.32,0.1,0.86
Värmland,2021-03-05,0.35,0.04,1.72
Västerbotten,2021-03-05,0.28,0.02,1.95
Västernorrland,2021-03-05,0.5,0.07,2.51
Västmanland,2021-03-05,0.39,0.03,2.15
Västra Götaland,2021-03-05,0.5,0.29,0.83
Blekinge,2021-03-06,0.21,0.01,2.03
Dalarna,2021-03-06,0.45,0.03,2.79
Gävleborg,2021-03-06,0.72,0.17,2.42
Gotland,2021-03-06,,,
Halland,2021-03-06,0.41,0.08,1.55
Jämtland,2021-03-06,0.29,0.01,3.92
Jönköping,2021-03-06,0.42,0.07,1.89
Kalmar,2021-03-06,0.52,0.02,3.07
Kronoberg,2021-03-06,0.42,0.02,3.22
Norrbotten,2021-03-06,0.6,0.06,3.31
Örebro,2021-03-06,0.39,0.04,2.71
Östergötland,2021-03-06,0.28,0.04,1.37
Skåne,2021-03-06,0.33,0.18,0.56
Södermanland,2021-03-06,0.41,0.05,2.31
Stockholm,2021-03-06,0.43,0.27,0.67
Uppsala,2021-03-06,0.34,0.12,0.89
Värmland,2021-03-06,0.36,0.05,1.73
Västerbotten,2021-03-06,0.25,0.02,1.86
Västernorrland,2021-03-06,0.37,0.05,2.3
Västmanland,2021-03-06,0.46,0.05,2.24
Västra Götaland,2021-03-06,0.51,0.3,0.84
Blekinge,2021-03-07,0.18,0,2.05
Dalarna,2021-03-07,0.44,0.03,2.63
Gävleborg,2021-03-07,0.82,0.22,2.56
Gotland,2021-03-07,,,
Halland,2021-03-07,0.46,0.11,1.59
Jämtland,2021-03-07,0.34,0.02,4.26
Jönköping,2021-03-07,0.4,0.05,1.88
Kalmar,2021-03-07,0.48,0.02,3.01
Kronoberg,2021-03-07,0.46,0.04,3.14
Norrbotten,2021-03-07,0.61,0.06,3.55
Örebro,2021-03-07,0.4,0.05,2.7
Östergötland,2021-03-07,0.29,0.04,1.35
Skåne,2021-03-07,0.31,0.17,0.54
Södermanland,2021-03-07,0.4,0.04,2.36
Stockholm,2021-03-07,0.44,0.27,0.69
Uppsala,2021-03-07,0.36,0.12,0.93
Värmland,2021-03-07,0.34,0.04,1.68
Västerbotten,2021-03-07,0.23,0.02,1.81
Västernorrland,2021-03-07,0.29,0.02,2.33
Västmanland,2021-03-07,0.34,0.04,2.08
Västra Götaland,2021-03-07,0.52,0.31,0.86
Blekinge,2021-03-08,0.2,0,2.05
Dalarna,2021-03-08,0.4,0.02,2.49
Gävleborg,2021-03-08,0.75,0.2,2.43
Gotland,2021-03-08,,,
Halland,2021-03-08,0.41,0.09,1.53
Jämtland,2021-03-08,0.36,0.02,4.13
Jönköping,2021-03-08,0.49,0.08,2.02
Kalmar,2021-03-08,0.46,0.02,2.87
Kronoberg,2021-03-08,0.56,0.05,3.21
Norrbotten,2021-03-08,0.59,0.04,3.62
Örebro,2021-03-08,0.41,0.05,2.86
Östergötland,2021-03-08,0.27,0.03,1.32
Skåne,2021-03-08,0.3,0.17,0.54
Södermanland,2021-03-08,0.34,0.03,2.33
Stockholm,2021-03-08,0.44,0.28,0.69
Uppsala,2021-03-08,0.34,0.11,0.9
Värmland,2021-03-08,0.34,0.04,1.71
Västerbotten,2021-03-08,0.25,0.02,1.85
Västernorrland,2021-03-08,0.35,0.03,2.38
Västmanland,2021-03-08,0.29,0.03,2.02
Västra Götaland,2021-03-08,0.51,0.3,0.85
Blekinge,2021-03-09,0.18,0,2.09
Dalarna,2021-03-09,0.48,0.03,2.6
Gävleborg,2021-03-09,0.74,0.18,2.37
Gotland,2021-03-09,,,
Halland,2021-03-09,0.43,0.09,1.59
Jämtland,2021-03-09,0.39,0.01,4.06
Jönköping,2021-03-09,0.5,0.09,2.03
Kalmar,2021-03-09,0.27,0.01,2.64
Kronoberg,2021-03-09,0.58,0.04,3.22
Norrbotten,2021-03-09,0.44,0.05,3.3
Örebro,2021-03-09,0.43,0.06,2.88
Östergötland,2021-03-09,0.27,0.03,1.33
Skåne,2021-03-09,0.33,0.18,0.57
Södermanland,2021-03-09,0.39,0.04,2.38
Stockholm,2021-03-09,0.48,0.31,0.74
Uppsala,2021-03-09,0.32,0.11,0.85
Värmland,2021-03-09,0.32,0.03,1.72
Västerbotten,2021-03-09,0.22,0.02,1.88
Västernorrland,2021-03-09,0.36,0.03,2.55
Västmanland,2021-03-09,0.28,0.02,2.08
Västra Götaland,2021-03-09,0.5,0.29,0.84
Blekinge,2021-03-10,0.23,0,2.23
Dalarna,2021-03-10,0.44,0.04,2.48
Gävleborg,2021-03-10,0.69,0.15,2.37
Gotland,2021-03-10,,,
Halland,2021-03-10,0.4,0.07,1.56
Jämtland,2021-03-10,0.34,0.02,3.96
Jönköping,2021-03-10,0.38,0.06,1.81
Kalmar,2021-03-10,0.23,0.01,2.54
Kronoberg,2021-03-10,0.48,0.03,2.98
Norrbotten,2021-03-10,0.47,0.06,3.47
Örebro,2021-03-10,0.46,0.06,3.06
Östergötland,2021-03-10,0.29,0.03,1.37
Skåne,2021-03-10,0.33,0.19,0.57
Södermanland,2021-03-10,0.41,0.04,2.39
Stockholm,2021-03-10,0.48,0.31,0.73
Uppsala,2021-03-10,0.3,0.11,0.82
Värmland,2021-03-10,0.26,0.02,1.64
Västerbotten,2021-03-10,0.23,0.01,1.91
Västernorrland,2021-03-10,0.36,0.03,2.6
Västmanland,2021-03-10,0.31,0.03,2.21
Västra Götaland,2021-03-10,0.4,0.22,0.71
Blekinge,2021-03-11,0.27,0.01,2.24
Dalarna,2021-03-11,0.5,0.07,2.43
Gävleborg,2021-03-11,0.67,0.13,2.39
Gotland,2021-03-11,,,
Halland,2021-03-11,0.31,0.06,1.41
Jämtland,2021-03-11,0.36,0.01,3.89
Jönköping,2021-03-11,0.4,0.06,1.84
Kalmar,2021-03-11,0.29,0.01,2.57
Kronoberg,2021-03-11,0.45,0.02,2.92
Norrbotten,2021-03-11,0.52,0.08,3.45
Örebro,2021-03-11,0.44,0.05,3.16
Östergötland,2021-03-11,0.28,0.03,1.4
Skåne,2021-03-11,0.37,0.21,0.62
Södermanland,2021-03-11,0.35,0.04,2.35
Stockholm,2021-03-11,0.49,0.33,0.75
Uppsala,2021-03-11,0.3,0.11,0.83
Värmland,2021-03-11,0.3,0.03,1.7
Västerbotten,2021-03-11,0.2,0.01,1.9
Västernorrland,2021-03-11,0.33,0.02,2.5
Västmanland,2021-03-11,0.3,0.02,2.13
Västra Götaland,2021-03-11,0.45,0.26,0.78
Blekinge,2021-03-12,0.21,0,2.06
Dalarna,2021-03-12,0.5,0.07,2.45
Gävleborg,2021-03-12,0.61,0.1,2.38
Gotland,2021-03-12,,,
Halland,2021-03-12,0.31,0.06,1.46
Jämtland,2021-03-12,0.38,0.02,3.69
Jönköping,2021-03-12,0.41,0.07,1.87
Kalmar,2021-03-12,0.26,0.01,2.68
Kronoberg,2021-03-12,0.39,0.02,2.84
Norrbotten,2021-03-12,0.52,0.08,3.36
Örebro,2021-03-12,0.39,0.03,3.25
Östergötland,2021-03-12,0.3,0.04,1.44
Skåne,2021-03-12,0.41,0.24,0.67
Södermanland,2021-03-12,0.32,0.03,2.22
Stockholm,2021-03-12,0.5,0.33,0.75
Uppsala,2021-03-12,0.37,0.14,0.93
Värmland,2021-03-12,0.3,0.03,1.67
Västerbotten,2021-03-12,0.19,0.01,1.89
Västernorrland,2021-03-12,0.35,0.02,2.48
Västmanland,2021-03-12,0.3,0.02,2.09
Västra Götaland,2021-03-12,0.47,0.26,0.8
Blekinge,2021-03-13,0.2,0,2.16
Dalarna,2021-03-13,0.39,0.05,2.26
Gävleborg,2021-03-13,0.68,0.14,2.49
Gotland,2021-03-13,,,
Halland,2021-03-13,0.32,0.05,1.52
Jämtland,2021-03-13,0.35,0.01,3.64
Jönköping,2021-03-13,0.42,0.08,1.88
Kalmar,2021-03-13,0.23,0.01,2.6
Kronoberg,2021-03-13,0.36,0.02,2.76
Norrbotten,2021-03-13,0.46,0.07,3.2
Örebro,2021-03-13,0.45,0.03,3.38
Östergötland,2021-03-13,0.32,0.05,1.45
Skåne,2021-03-13,0.38,0.22,0.63
Södermanland,2021-03-13,0.43,0.04,2.46
Stockholm,2021-03-13,0.51,0.34,0.76
Uppsala,2021-03-13,0.37,0.14,0.92
Värmland,2021-03-13,0.31,0.04,1.67
Västerbotten,2021-03-13,0.22,0.01,1.97
Västernorrland,2021-03-13,0.38,0.03,2.42
Västmanland,2021-03-13,0.29,0.02,2.06
Västra Götaland,2021-03-13,0.45,0.26,0.77
Blekinge,2021-03-14,0.18,0,2.02
Dalarna,2021-03-14,0.46,0.05,2.42
Gävleborg,2021-03-14,0.68,0.13,2.54
Gotland,2021-03-14,,,
Halland,2021-03-14,0.31,0.05,1.48
Jämtland,2021-03-14,0.32,0.01,3.61
Jönköping,2021-03-14,0.37,0.05,1.86
Kalmar,2021-03-14,0.28,0.01,2.72
Kronoberg,2021-03-14,0.37,0.03,2.77
Norrbotten,2021-03-14,0.55,0.09,3.32
Örebro,2021-03-14,0.66,0.05,3.66
Östergötland,2021-03-14,0.49,0.09,1.76
Skåne,2021-03-14,0.36,0.21,0.61
Södermanland,2021-03-14,0.47,0.06,2.5
Stockholm,2021-03-14,0.52,0.35,0.77
Uppsala,2021-03-14,0.36,0.13,0.92
Värmland,2021-03-14,0.32,0.04,1.69
Västerbotten,2021-03-14,0.28,0.02,2.12
Västernorrland,2021-03-14,0.42,0.05,2.46
Västmanland,2021-03-14,0.43,0.03,2.4
Västra Götaland,2021-03-14,0.45,0.26,0.76
Blekinge,2021-03-15,0.19,0,2.1
Dalarna,2021-03-15,0.46,0.03,2.55
Gävleborg,2021-03-15,0.61,0.09,2.48
Gotland,2021-03-15,,,
Halland,2021-03-15,0.28,0.04,1.44
Jämtland,2021-03-15,0.17,0,3.53
Jönköping,2021-03-15,0.36,0.06,1.78
Kalmar,2021-03-15,0.23,0.01,2.77
Kronoberg,2021-03-15,0.45,0.04,2.9
Norrbotten,2021-03-15,0.47,0.07,2.91
Örebro,2021-03-15,0.7,0.05,3.74
Östergötland,2021-03-15,0.57,0.12,1.88
Skåne,2021-03-15,0.35,0.2,0.59
Södermanland,2021-03-15,0.42,0.05,2.5
Stockholm,2021-03-15,0.54,0.36,0.8
Uppsala,2021-03-15,0.37,0.13,0.92
Värmland,2021-03-15,0.3,0.04,1.69
Västerbotten,2021-03-15,0.22,0.02,1.93
Västernorrland,2021-03-15,0.42,0.05,2.43
Västmanland,2021-03-15,0.42,0.03,2.34
Västra Götaland,2021-03-15,0.46,0.27,0.78
Blekinge,2021-03-16,0.2,0,2.1
Dalarna,2021-03-16,0.45,0.03,2.59
Gävleborg,2021-03-16,0.45,0.05,2.28
Gotland,2021-03-16,,,
Halland,2021-03-16,0.3,0.06,1.43
Jämtland,2021-03-16,0.16,0,3.65
Jönköping,2021-03-16,0.4,0.05,1.88
Kalmar,2021-03-16,0.29,0.02,2.98
Kronoberg,2021-03-16,0.58,0.06,2.98
Norrbotten,2021-03-16,0.55,0.09,3.13
Örebro,2021-03-16,0.68,0.05,3.81
Östergötland,2021-03-16,0.47,0.09,1.68
Skåne,2021-03-16,0.36,0.21,0.6
Södermanland,2021-03-16,0.37,0.03,2.4
Stockholm,2021-03-16,0.51,0.33,0.76
Uppsala,2021-03-16,0.35,0.12,0.88
Värmland,2021-03-16,0.31,0.04,1.73
Västerbotten,2021-03-16,0.23,0.02,1.88
Västernorrland,2021-03-16,0.37,0.05,2.37
Västmanland,2021-03-16,0.4,0.03,2.17
Västra Götaland,2021-03-16,0.45,0.26,0.77
Blekinge,2021-03-17,0.2,0.01,2.06
Dalarna,2021-03-17,0.56,0.07,2.79
Gävleborg,2021-03-17,0.46,0.06,2.24
Halland,2021-03-17,0.36,0.08,1.51
Jämtland,2021-03-17,0.23,0,3.6
Jönköping,2021-03-17,0.43,0.06,1.88
Kalmar,2021-03-17,0.34,0.03,3.03
Kronoberg,2021-03-17,0.45,0.04,2.84
Norrbotten,2021-03-17,0.69,0.15,3.24
Örebro,2021-03-17,0.79,0.09,3.78
Östergötland,2021-03-17,0.53,0.12,1.76
Skåne,2021-03-17,0.38,0.23,0.62
Södermanland,2021-03-17,0.41,0.05,2.5
Stockholm,2021-03-17,0.53,0.36,0.79
Uppsala,2021-03-17,0.41,0.17,0.95
Värmland,2021-03-17,0.37,0.06,1.78
Västerbotten,2021-03-17,0.26,0.03,1.97
Västernorrland,2021-03-17,0.42,0.06,2.37
Västmanland,2021-03-17,0.38,0.02,2.23
Västra Götaland,2021-03-17,0.47,0.27,0.78
Blekinge,2021-03-18,0.21,0.01,2.11
Dalarna,2021-03-18,0.54,0.06,2.76
Gävleborg,2021-03-18,0.55,0.09,2.38
Halland,2021-03-18,0.36,0.07,1.5
Jämtland,2021-03-18,0.33,0.01,3.53
Jönköping,2021-03-18,0.45,0.07,1.9
Kalmar,2021-03-18,0.38,0.03,3.03
Kronoberg,2021-03-18,0.55,0.05,3.03
Norrbotten,2021-03-18,0.63,0.14,3.21
Örebro,2021-03-18,0.65,0.06,3.57
Östergötland,2021-03-18,0.57,0.13,1.83
Skåne,2021-03-18,0.35,0.21,0.58
Södermanland,2021-03-18,0.43,0.05,2.49
Stockholm,2021-03-18,0.53,0.35,0.78
Uppsala,2021-03-18,0.38,0.15,0.92
Värmland,2021-03-18,0.35,0.05,1.81
Västerbotten,2021-03-18,0.27,0.03,2.01
Västernorrland,2021-03-18,0.41,0.06,2.43
Västmanland,2021-03-18,0.37,0.02,2.26
Västra Götaland,2021-03-18,0.44,0.25,0.76
Blekinge,2021-03-19,0.16,0,2.03
Dalarna,2021-03-19,0.53,0.05,2.73
Gävleborg,2021-03-19,0.6,0.11,2.44
Gotland,2021-03-19,,,
Halland,2021-03-19,0.38,0.07,1.56
Jämtland,2021-03-19,0.29,0,3.22
Jönköping,2021-03-19,0.43,0.06,1.84
Kalmar,2021-03-19,0.32,0.02,2.88
Kronoberg,2021-03-19,0.33,0.02,2.6
Norrbotten,2021-03-19,0.48,0.08,3.09
Örebro,2021-03-19,0.61,0.05,3.53
Östergötland,2021-03-19,0.54,0.11,1.78
Skåne,2021-03-19,0.32,0.18,0.55
Södermanland,2021-03-19,0.35,0.02,2.44
Stockholm,2021-03-19,0.46,0.3,0.71
Uppsala,2021-03-19,0.3,0.1,0.82
Värmland,2021-03-19,0.32,0.04,1.8
Västerbotten,2021-03-19,0.27,0.02,1.94
Västernorrland,2021-03-19,0.4,0.03,2.47
Västmanland,2021-03-19,0.3,0.02,2.14
Västra Götaland,2021-03-19,0.4,0.22,0.71
Blekinge,2021-03-20,0.19,0,2.12
Dalarna,2021-03-20,0.38,0.03,2.5
Gävleborg,2021-03-20,0.61,0.11,2.52
Gotland,2021-03-20,,,
Halland,2021-03-20,0.37,0.06,1.55
Jämtland,2021-03-20,0.24,0,3.16
Jönköping,2021-03-20,0.41,0.05,1.82
Kalmar,2021-03-20,0.42,0.04,3.06
Kronoberg,2021-03-20,0.34,0.02,2.66
Norrbotten,2021-03-20,0.46,0.07,3.14
Örebro,2021-03-20,0.65,0.06,3.3
Östergötland,2021-03-20,0.49,0.1,1.7
Skåne,2021-03-20,0.28,0.16,0.5
Södermanland,2021-03-20,0.38,0.03,2.42
Stockholm,2021-03-20,0.47,0.3,0.71
Uppsala,2021-03-20,0.3,0.1,0.82
Värmland,2021-03-20,0.39,0.04,1.93
Västerbotten,2021-03-20,0.28,0.03,1.93
Västernorrland,2021-03-20,0.48,0.05,2.6
Västmanland,2021-03-20,0.31,0.02,2.18
Västra Götaland,2021-03-20,0.39,0.21,0.7
Blekinge,2021-03-21,0.19,0.01,2.17
Dalarna,2021-03-21,0.38,0.04,2.48
Gävleborg,2021-03-21,0.72,0.14,2.71
Gotland,2021-03-21,,,
Halland,2021-03-21,0.36,0.06,1.55
Jämtland,2021-03-21,0.26,0,3.1
Jönköping,2021-03-21,0.43,0.06,1.87
Kalmar,2021-03-21,0.46,0.04,3.02
Kronoberg,2021-03-21,0.3,0.01,2.6
Norrbotten,2021-03-21,0.41,0.06,3.08
Örebro,2021-03-21,0.67,0.07,3.27
Östergötland,2021-03-21,0.47,0.08,1.66
Skåne,2021-03-21,0.3,0.17,0.52
Södermanland,2021-03-21,0.37,0.03,2.41
Stockholm,2021-03-21,0.49,0.32,0.75
Uppsala,2021-03-21,0.31,0.1,0.85
Värmland,2021-03-21,0.23,0.02,1.61
Västerbotten,2021-03-21,0.24,0.02,1.89
Västernorrland,2021-03-21,0.37,0.02,2.47
Västmanland,2021-03-21,0.31,0.02,2.03
Västra Götaland,2021-03-21,0.38,0.21,0.68
Blekinge,2021-03-22,0.21,0.01,2.23
Dalarna,2021-03-22,0.38,0.04,2.51
Gävleborg,2021-03-22,0.76,0.17,2.67
Gotland,2021-03-22,,,
Halland,2021-03-22,0.46,0.07,1.8
Jämtland,2021-03-22,0.27,0,3.12
Jönköping,2021-03-22,0.53,0.09,2.07
Kalmar,2021-03-22,0.34,0.03,2.76
Kronoberg,2021-03-22,0.31,0.02,2.64
Norrbotten,2021-03-22,0.43,0.05,3.26
Örebro,2021-03-22,0.66,0.06,3.27
Östergötland,2021-03-22,0.43,0.07,1.62
Skåne,2021-03-22,0.3,0.17,0.53
Södermanland,2021-03-22,0.4,0.05,2.49
Stockholm,2021-03-22,0.5,0.33,0.75
Uppsala,2021-03-22,0.34,0.11,0.9
Värmland,2021-03-22,0.24,0.02,1.62
Västerbotten,2021-03-22,0.23,0.02,1.89
Västernorrland,2021-03-22,0.37,0.02,2.38
Västmanland,2021-03-22,0.27,0.01,2
Västra Götaland,2021-03-22,0.36,0.19,0.67
Blekinge,2021-03-23,0.21,0,2.19
Dalarna,2021-03-23,0.39,0.05,2.48
Gävleborg,2021-03-23,0.72,0.14,2.65
Gotland,2021-03-23,,,
Halland,2021-03-23,0.43,0.07,1.74
Jämtland,2021-03-23,0.29,0,3.13
Jönköping,2021-03-23,0.48,0.07,2.03
Kalmar,2021-03-23,0.32,0.03,2.67
Kronoberg,2021-03-23,0.33,0.02,2.83
Norrbotten,2021-03-23,0.4,0.04,3.23
Örebro,2021-03-23,0.51,0.04,3.05
Östergötland,2021-03-23,0.4,0.06,1.65
Skåne,2021-03-23,0.3,0.16,0.52
Södermanland,2021-03-23,0.45,0.06,2.52
